,Município Acidente,Ano,Mês,Sexo,Turno Acidente,Tipo de Acidente,Meio de Locomoção da Vítima,Faixa Etária,Latitude Acidente,Longitude Acidente
616,Itaquaquecetuba,2017,2,Masculino,Noite,Colisao,Automovel,60-64,-23.4638468735,-46.3341531067
617,Itaquaquecetuba,2017,3,Feminino,Madrugada,Outros,Motocicleta,18-24,-23.497909032,-46.3550180408
618,Itaquaquecetuba,2017,3,Masculino,Madrugada,Outros,Motocicleta,25-29,-23.497909032,-46.3550180408
619,Itaquaquecetuba,2017,3,Masculino,Noite,Colisao,Automovel,35-39,-23.480216,-46.352207
620,Itaquaquecetuba,2017,3,Masculino,Noite,Atropelamento,Pedestre,40-44,-23.493245252,-46.3603343944
621,Itaquaquecetuba,2017,3,Masculino,Tarde,Nao Disponivel,Nao Disponivel,50-54,-23.498907,-46.349669
622,Itarare,2017,1,Masculino,Tarde,Colisão,Caminhão,55-59,-23.9443108934,-49.3595604997
623,Itarare,2017,3,Masculino,Nao Disponivel,Atropelamento,Pedestre,40-44,-24.1154257947,-49.3626848986
624,Itatiba,2017,2,Masculino,Manhã,Colisao,Motocicleta,40-44,-22.968495,-46.822862
625,Itatiba,2017,2,Masculino,Tarde,Colisao,Automovel,50-54,-23.0132682011,-46.8212306009
626,Itatiba,2017,2,Feminino,Manhã,Colisao,Automovel,65-69,-22.9877587456,-46.7849595108
627,Itatiba,2017,3,Masculino,Noite,Outros,Motocicleta,18-24,-23.026342,-46.83826
628,Itatiba,2017,3,Masculino,Manha,Nao Disponivel,Motocicleta,35-39,-23.0210846152,-46.8424095188
629,Itatinga,2017,2,Masculino,Não Disponível,Colisao,Caminhao,35-39,-23.0647202153,-48.5291306176
630,Itirapina,2017,1,Feminino,Manhã,Colisão,Automóvel,50-54,-22.23411,-47.79466
631,Itirapina,2017,1,Masculino,Manhã,Não Disponível,Não Disponível,60-64,-22.284487,-47.901327
632,Itirapina,2017,2,Feminino,Manhã,Atropelamento,Pedestre,0-17,-22.250468,-47.82633
633,Itirapina,2017,3,Masculino,Manha,Colisao,Motocicleta,25-29,-22.25542,-47.84528
634,Itu,2016,12,Masculino,Manhã,Outros,Automóvel,30-34,-23.3283874562,-47.325469097
635,Itu,2016,12,Masculino,Noite,Colisão,Motocicleta,35-39,-23.3129497174,-47.3033196573
636,Itu,2016,12,Masculino,Noite,Não Especificado,Motocicleta,35-39,-23.4074626533,-47.3390220272
637,Itu,2016,12,Masculino,Noite,Não Especificado,Motocicleta,35-39,-23.2568368055,-47.3533573259
638,Itu,2017,1,Masculino,Manhã,Atropelamento,Pedestre,25-29,Não Disponível,Não Disponível 
639,Itu,2017,1,Masculino,Manhã,Colisão,Motocicleta,30-34,-23.280616,-47.306761
640,Itu,2017,1,Masculino,Noite,Atropelamento,Pedestre,50-54,-23.3554653238,-47.3090336539
641,Itu,2017,1,Masculino,Madrugada,Atropelamento,Pedestre,Não Disponível,-23.3989412946,-47.3421743109
642,Itu,2017,1,Masculino,Tarde,Atropelamento,Pedestre,Não Disponível,Não Disponível,Não Disponível 
643,Itu,2017,2,Masculino,Madrugada,Colisao,Caminhao,35-39,-23.4181154745,-47.2538222623
644,Itu,2017,2,Masculino,Manhã,Outros,Motocicleta,40-44,-23.415683481,-47.257704264
645,Itu,2017,2,Masculino,Noite,Choque,Automovel,45-49,-23.2594385154,-47.198694236
646,Itu,2017,2,Masculino,Madrugada,Colisao,Caminhao,50-54,-23.4181154745,-47.2538222623
647,Itu,2017,3,Masculino,Noite,Atropelamento,Pedestre,0-17,-23.2553441452,-47.2089214853
648,Itu,2017,3,Masculino,Madrugada,Choque,Automovel,18-24,-23.262293,-47.29304
649,Itu,2017,3,Feminino,Noite,Atropelamento,Pedestre,40-44,-23.3723052787,-47.3233143416
650,Itu,2017,3,Masculino,Nao Disponivel,Colisao,Bicicleta,40-44,NAO DISPONIVEL,NAO DISPONIVEL 
651,Itu,2017,3,Masculino,Nao Disponivel,Atropelamento,Pedestre,60-64,-23.415683481,-47.257704264
652,Itupeva,2016,12,Masculino,Tarde,Colisão,Motocicleta,35-39,-23.157748,-47.055807
653,Ituverava,2017,3,Masculino,Noite,Atropelamento,Pedestre,Nao Disponivel,-20.254637757,-47.859143171
654,Jaboticabal,2017,1,Masculino,Manhã,Outros,Motocicleta,60-64,-21.14133,-48.385
655,Jaboticabal,2017,2,Feminino,Noite,Colisao,Automovel,18-24,-21.233269243,-48.355800281
656,Jaboticabal,2017,2,Feminino,Noite,Colisao,Automovel,60-64,-21.233269243,-48.355800281
657,Jaboticabal,2017,2,Masculino,Noite,Colisao,Automovel,60-64,-21.233269243,-48.355800281
658,Jacarei,2016,12,Masculino,Manhã,Colisão,Bicicleta,18-24,-23.3147588932,-45.9406588428
659,Jacarei,2016,12,Feminino,Manhã,Outros,Automóvel,25-29,-23.3072545098,-46.0430560301
660,Jacarei,2016,12,Masculino,Madrugada,Colisão,Onibus,45-49,-23.3050162563,-46.0347772977
661,Jacarei,2016,12,Masculino,Noite,Choque,Caminhão,55-59,-23.3215123276,-46.0977342586
662,Jacarei,2016,12,Masculino,Manhã,Colisão,Bicicleta,Não Disponível,-23.3050162563,-46.0347772977
663,Jacarei,2017,1,Masculino,Noite,Colisão,Motocicleta,18-24,-23.303117,-45.964191
664,Jacarei,2017,1,Masculino,Tarde,Outros,Bicicleta,18-24,-23.3064085013,-45.9730939939
665,Jacarei,2017,2,Feminino,Tarde,Atropelamento,Pedestre,70-74,-23.302778,-45.973403
666,Jacarei,2017,3,Masculino,Manha,Colisao,Bicicleta,35-39,-23.2750683308,-45.9745098359
667,Jacupiranga,2016,12,Masculino,Manhã,Outros,Automóvel,25-29,-24.7151255888,-48.0323907514
668,Jacupiranga,2016,12,Feminino,Madrugada,Atropelamento,Pedestre,Não Disponível,-24.695786,-48.004029
669,Jaguariuna,2016,12,Masculino,Manhã,Atropelamento,Pedestre,80 Ou Mais,-22.693522,-46.991008
670,Jaguariuna,2017,1,Masculino,Noite,Atropelamento,Pedestre,18-24,-22.6946429305,-47.012557632
671,Jaguariuna,2017,3,Masculino,Tarde,Colisao,Motocicleta,25-29,-22.701184,-46.982716
672,Jaguariuna,2017,3,Masculino,Noite,Outros,Caminhao,45-49,-22.7090187624,-46.9707417332
673,Jales,2017,3,Masculino,Noite,Atropelamento,Pedestre,80 Ou Mais,-20.2605815537,-50.5475222316
674,Jandira,2016,12,Feminino,Manhã,Choque,Pedestre,30-34,-23.525099,-46.911142
675,Jandira,2017,1,Masculino,Tarde,Atropelamento,Pedestre,60-64,-23.5343311987,-46.9042657093
676,Jardinopolis,2017,2,Masculino,Madrugada,Colisao,Onibus,25-29,-20.9192344312,-47.8866889721
677,Jardinopolis,2017,2,Masculino,Não Disponível,Atropelamento,Pedestre,Não Disponível,-20.9278418329,-47.8840924601
678,Jau,2016,12,Masculino,Tarde,Choque,Motocicleta,30-34,-22.287929,-48.539908
679,Jau,2017,1,Feminino,Tarde,Colisão,Automóvel,18-24,-22.3458339801,-48.5723723141
680,Jau,2017,1,Masculino,Tarde,Colisão,Automóvel,18-24,-22.3458339801,-48.5723723141
681,Jau,2017,1,Masculino,Tarde,Colisão,Automóvel,35-39,-22.2561645345,-48.5562478965
682,Jau,2017,1,Masculino,Tarde,Colisão,Motocicleta,50-54,-22.286925,-48.546297
683,Jau,2017,2,Masculino,Manhã,Outros,Automovel,18-24,-22.25864,-48.54446
684,Jau,2017,3,Feminino,Noite,Atropelamento,Pedestre,0-17,-22.328668,-48.545815
685,Jau,2017,3,Masculino,Noite,Colisao,Automovel,30-34,-22.365834754,-48.5166663395
686,Jau,2017,3,Masculino,Tarde,Atropelamento,Pedestre,75-79,-22.297676,-48.556545
687,Joanopolis,2017,3,Masculino,Nao Disponivel,Colisao,Caminhao,45-49,-23.302894015,-46.572657367
688,Joanopolis,2017,3,Masculino,Nao Disponivel,Colisao,Caminhao,45-49,-23.302894015,-46.572657367
689,Joao Ramalho,2017,1,Masculino,Madrugada,Colisão,Automóvel,40-44,-22.2571292072,-50.7634530613
690,Jose Bonifacio,2016,12,Masculino,Noite,Atropelamento,Pedestre,55-59,-21.048555,-49.690423
691,Jose Bonifacio,2017,3,Masculino,Noite,Outros,Motocicleta,25-29,-21.1469286819,-49.8842630291
692,Jose Bonifacio,2017,3,Masculino,Noite,Colisao,Motocicleta,55-59,-21.113202,-49.798848
693,Julio Mesquita,2017,3,Masculino,Madrugada,Colisao,Automovel,25-29,-22.0132655173,-49.7671510605
694,Jumirim,2017,3,Masculino,Manha,Outros,Motocicleta,25-29,-23.0869732499,-47.7817740591
695,Jundiai,2016,12,Feminino,Noite,Atropelamento,Pedestre,18-24,-23.138148752,-46.929255115
696,Jundiai,2016,12,Feminino,Noite,Colisão,Automóvel,18-24,-23.203562,-46.870665
697,Jundiai,2016,12,Masculino,Noite,Outros,Automóvel,18-24,-23.2465028871,-46.8794268681
698,Jundiai,2016,12,Masculino,Madrugada,Atropelamento,Pedestre,30-34,-23.190279,-46.850813
699,Jundiai,2016,12,Masculino,Madrugada,Colisão,Motocicleta,30-34,-23.198259,-46.885195
700,Jundiai,2016,12,Masculino,Manhã,Colisão,Caminhão,45-49,-23.1211045669,-46.989661739
701,Jundiai,2016,12,Masculino,Manhã,Atropelamento,Motocicleta,50-54,-23.192187,-46.888493
702,Jundiai,2017,1,Masculino,Tarde,Choque,Automóvel,18-24,-23.203516738,-46.869365692
703,Jundiai,2017,1,Masculino,Tarde,Colisão,Motocicleta,18-24,-23.1892909431,-46.985931371
704,Jundiai,2017,1,Masculino,Madrugada,Outros,Automóvel,30-34,-23.163150481,-46.877351187
705,Jundiai,2017,1,Masculino,Noite,Não Disponível,Motocicleta,35-39,-23.1268815031,-46.8239353431
706,Jundiai,2017,1,Masculino,Manhã,Atropelamento,Pedestre,50-54,-23.189681,-46.88891
707,Jundiai,2017,1,Feminino,Manhã,Atropelamento,Pedestre,70-74,-23.18742,-46.887967
708,Jundiai,2017,2,Masculino,Tarde,Atropelamento,Motocicleta,18-24,-23.190928,-46.952949
709,Jundiai,2017,2,Masculino,Madrugada,Choque,Motocicleta,30-34,-23.210900509,-46.891751289
710,Jundiai,2017,2,Masculino,Tarde,Outros,Automovel,40-44,-23.2015979918,-46.8922870178
711,Jundiai,2017,3,Masculino,Tarde,Outros,Motocicleta,18-24,-23.1856956291,-46.8633559878
712,Jundiai,2017,3,Feminino,Noite,Colisao,Motocicleta,25-29,-23.163150481,-46.877351187
713,Jundiai,2017,3,Masculino,Tarde,Outros,Motocicleta,35-39,-23.27921,-46.848277
714,Jundiai,2017,3,Masculino,Nao Disponivel,Nao Disponivel,Nao Disponivel,45-49,NAO DISPONIVEL,NAO DISPONIVEL 
715,Jundiai,2017,3,Masculino,Madrugada,Atropelamento,Pedestre,60-64,-23.230639,-46.87295
716,Jundiai,2017,3,Feminino,Noite,Atropelamento,Pedestre,Nao Disponivel,-23.1843679762,-46.9331551506
717,Juquia,2016,12,Masculino,Noite,Colisão,Motocicleta,30-34,-24.3305882446,-47.6270389097
718,Juquia,2017,1,Masculino,Noite,Atropelamento,Pedestre,0-17,-24.3322971163,-47.6068318744
719,Juquitiba,2016,12,Masculino,Madrugada,Atropelamento,Pedestre,45-49,-23.9033977938,-46.9911296564
720,Juquitiba,2016,12,Masculino,Noite,Atropelamento,Pedestre,50-54,-23.8870481176,-46.9778541787
721,Juquitiba,2017,1,Feminino,Tarde,Atropelamento,Pedestre,55-59,Não Disponível,Não Disponível 
722,Juquitiba,2017,2,Feminino,Madrugada,Atropelamento,Pedestre,0-17,-23.9378145096,-47.0638164275
723,Juquitiba,2017,2,Masculino,Noite,Colisao,Motocicleta,18-24,-23.866269,-47.093081
724,Lagoinha,2017,2,Masculino,Tarde,Colisao,Motocicleta,0-17,-23.098542,-45.184976
725,Lavinia,2017,3,Masculino,Tarde,Colisao,Bicicleta,75-79,-21.16989,-51.042083
726,Lavrinhas,2017,2,Masculino,Tarde,Choque,Automovel,65-69,-22.5695875662,-44.8651305515
727,Leme,2016,12,Masculino,Madrugada,Colisão,Bicicleta,Não Disponível,-22.188922,-47.337304
728,Leme,2017,2,Masculino,Noite,Colisao,Motocicleta,45-49,Não Disponível,Não Disponível
729,Leme,2017,3,Masculino,Noite,Colisao,Automovel,35-39,-22.148586511,-47.411015718
730,Lencois Paulista,2017,2,Masculino,Tarde,Outros,Caminhao,45-49,Não Disponível,Não Disponível
731,Limeira,2016,12,Masculino,Tarde,Choque,Automóvel,30-34,-22.543657,-47.403996
732,Limeira,2016,12,Feminino,Madrugada,Colisão,Automóvel,75-79,-22.563888,-47.399623
733,Limeira,2017,1,Masculino,Madrugada,Atropelamento,Pedestre,0-17,-22.554919,-47.412518
734,Limeira,2017,1,Feminino,Noite,Atropelamento,Pedestre,40-44,-22.578252925,-47.366668582
735,Limeira,2017,1,Masculino,Madrugada,Não Disponível,Motocicleta,45-49,-22.543648,-47.404018
736,Limeira,2017,1,Masculino,Manhã,Colisão,Motocicleta,50-54,-22.556303,-47.411092
737,Limeira,2017,2,Feminino,Manhã,Colisao,Motocicleta,40-44,-22.5468,-47.3601
738,Limeira,2017,2,Masculino,Madrugada,Outros,Motocicleta,40-44,-22.583225,-47.409135
739,Limeira,2017,2,Feminino,Tarde,Atropelamento,Pedestre,45-49,Não Disponível,Não Disponível
740,Limeira,2017,3,Masculino,Noite,Colisao,Automovel,30-34,-22.6313069744,-47.2935953826
741,Limeira,2017,3,Masculino,Tarde,Colisao,Onibus,40-44,-22.623894674,-47.342845201
742,Limeira,2017,3,Masculino,Noite,Atropelamento,Pedestre,45-49,-22.529694,-47.386737
743,Limeira,2017,3,Masculino,Madrugada,Outros,Caminhao,55-59,-22.542639284,-47.460159659
744,Limeira,2017,3,Nao Disponivel,Noite,Nao Disponivel,Automovel,60-64,-22.605426,-47.413383
745,Limeira,2017,3,Masculino,Noite,Colisao,Automovel,65-69,-22.584968,-47.40054
746,Lins,2016,12,Masculino,Manhã,Outros,Motocicleta,25-29,-21.667145727,-49.7870772422
747,Lins,2017,1,Masculino,Noite,Atropelamento,Pedestre,0-17,-21.6935745553,-49.7526750898
748,Lins,2017,1,Masculino,Madrugada,Colisão,Motocicleta,35-39,-21.6798443907,-49.7696933656
749,Lorena,2016,12,Masculino,Noite,Atropelamento,Pedestre,60-64,-22.7571043575,-45.1140050669
750,Lorena,2016,12,Masculino,Noite,Atropelamento,Pedestre,65-69,-22.743873,-45.119306
751,Lorena,2016,12,Masculino,Madrugada,Atropelamento,Pedestre,Não Disponível,-22.6813523681,-45.1332001414
752,Lorena,2017,3,Masculino,Noite,Colisao,Bicicleta,Nao Disponivel,-22.6951272744,-45.1220914567
753,Louveira,2016,12,Masculino,Noite,Colisão,Motocicleta,30-34,-23.0988277,-46.9670629744
754,Louveira,2016,12,Masculino,Noite,Colisão,Motocicleta,40-44,-23.0853016535,-46.9242300912
755,Louveira,2017,2,Masculino,Tarde,Nao Disponivel,Automovel,70-74,-23.090420658,-46.97272718
756,Louveira,2017,3,Masculino,Manha,Colisao,Motocicleta,18-24,-23.087892,-46.964628
757,Lucelia,2016,12,Masculino,Madrugada,Colisão,Automóvel,35-39,-21.711232,-51.014047
758,Lucelia,2016,12,Masculino,Madrugada,Colisão,Automóvel,40-44,-21.711232,-51.014047
759,Lucelia,2016,12,Masculino,Madrugada,Colisão,Automóvel,45-49,-21.711232,-51.014047
760,Lucelia,2017,2,Masculino,Madrugada,Atropelamento,Pedestre,60-64,-21.734144,-51.019656
761,Lutecia,2017,3,Masculino,Noite,Colisao,Bicicleta,60-64,-22.3582634038,-50.4249608424
762,Macatuba,2017,3,Feminino,Madrugada,Colisao,Automovel,30-34,-22.4426875286,-48.728010279
763,Macatuba,2017,3,Masculino,Madrugada,Colisao,Automovel,60-64,-22.4426875286,-48.728010279
764,Mairinque,2016,12,Feminino,Madrugada,Colisão,Automóvel,Não Disponível,-23.4206626459,-47.2265267095
765,Mairinque,2017,1,Masculino,Tarde,Colisão,Automóvel,30-34,-23.530328178,-47.2332530739
766,Mairinque,2017,2,Masculino,Manhã,Nao Disponivel,Motocicleta,25-29,-23.529964025,-47.161097044
767,Mairinque,2017,2,Masculino,Manhã,Nao Disponivel,Motocicleta,25-29,-23.529964025,-47.161097044
768,Mairipora,2016,12,Masculino,Tarde,Não Especificado,Não Especificado,18-24,-23.330255,-46.599577
769,Mairipora,2016,12,Masculino,Não Disponível,Não Especificado,Caminhão,60-64,-23.3836711593,-46.5645479059
770,Mairipora,2016,12,Masculino,Noite,Outros,Caminhão,Não Disponível,-23.3417916101,-46.5736399186
771,Mairipora,2017,1,Masculino,Tarde,Colisão,Motocicleta,18-24,-23.297391,-46.568853
772,Mairipora,2017,1,Masculino,Tarde,Atropelamento,Pedestre,50-54,-23.2927368227,-46.5735926262
773,Mairipora,2017,2,Masculino,Não Disponível,Nao Disponivel,Nao Disponivel,75-79,-23.321005,-46.590132
774,Mairipora,2017,3,Masculino,Madrugada,Atropelamento,Pedestre,25-29,-23.309298,-46.573756
775,Manduri,2017,1,Masculino,Tarde,Colisão,Automóvel,25-29,-23.015176,-49.269965
776,Marilia,2017,1,Masculino,Tarde,Atropelamento,Pedestre,70-74,Não Disponível,Não Disponível 
777,Marilia,2017,1,Masculino,Tarde,Atropelamento,Pedestre,75-79,-22.245454,-49.928513
778,Marilia,2017,2,Masculino,Madrugada,Colisao,Motocicleta,30-34,-22.288545393,-50.0112947622
779,Marilia,2017,2,Não Disponível,Madrugada,Choque,Motocicleta,30-34,-22.213895,-49.942256
780,Marilia,2017,2,Feminino,Madrugada,Atropelamento,Automovel,55-59,-22.073067356,-49.873650061
781,Marilia,2017,3,Masculino,Noite,Colisao,Motocicleta,25-29,-22.2381197923,-49.9743549782
782,Marilia,2017,3,Masculino,Tarde,Colisao,Automovel,70-74,-22.1744499805,-49.979728715
783,Martinopolis,2016,12,Masculino,Manhã,Outros,Caminhão,45-49,-22.074131,-51.122259
784,Martinopolis,2017,1,Feminino,Noite,Atropelamento,Pedestre,70-74,Não Disponível,Não Disponível 
785,Martinopolis,2017,1,Masculino,Noite,Colisão,Automóvel,80 Ou Mais,-22.200138,-51.184318
786,Matao,2016,12,Feminino,Tarde,Colisão,Motocicleta,45-49,-21.597586,-48.368976
787,Matao,2017,2,Masculino,Tarde,Atropelamento,Pedestre,40-44,-21.66768,-48.36503
788,Maua,2016,12,Masculino,Madrugada,Colisão,Motocicleta,0-17,-23.671947,-46.4403
789,Maua,2016,12,Masculino,Noite,Atropelamento,Pedestre,50-54,-23.6477954334,-46.4449310565
790,Maua,2017,1,Feminino,Madrugada,Atropelamento,Pedestre,Não Disponível,-23.711062876,-46.483665288
791,Maua,2017,3,Masculino,Nao Disponivel,Outros,Motocicleta,0-17,-23.661934,-46.459326
792,Mendonca,2016,12,Feminino,Noite,Choque,Automóvel,45-49,-21.2021311987,-49.5998861781
793,Meridiano,2017,1,Masculino,Madrugada,Atropelamento,Pedestre,65-69,-20.3542131307,-50.0998961244
794,Miguelopolis,2017,3,Masculino,Manha,Colisao,Motocicleta,55-59,-20.19982,-48.034383
795,Mineiros Do Tiete,2016,12,Masculino,Não Disponível,Outros,Automóvel,30-34,-22.416741,-48.452932
796,Mineiros Do Tiete,2017,1,Masculino,Noite,Colisão,Automóvel,50-54,-22.3905736725,-48.4156395206
797,Miracatu,2016,12,Masculino,Noite,Colisão,Automóvel,50-54,-24.1174683239,-47.2674804073
798,Miracatu,2016,12,Masculino,Noite,Colisão,Não Especificado,Não Disponível,-24.1174683239,-47.2674804073
799,Miracatu,2017,1,Masculino,Manhã,Choque,Motocicleta,40-44,-24.2706139955,-47.4011029315
800,Miracatu,2017,2,Feminino,Noite,Atropelamento,Pedestre,0-17,-24.3408587121,-47.4988166039
801,Miracatu,2017,2,Masculino,Tarde,Atropelamento,Pedestre,55-59,Não Disponível,Não Disponível
802,Mirandopolis,2016,12,Feminino,Manhã,Outros,Motocicleta,25-29,-21.044478389,-51.113259692
803,Mirante Do Paranapanema,2017,2,Feminino,Madrugada,Colisao,Onibus,18-24,-22.4225187899,-52.1072760736
804,Mirante Do Paranapanema,2017,2,Feminino,Madrugada,Colisao,Onibus,18-24,-22.4225187899,-52.1072760736
805,Mirante Do Paranapanema,2017,2,Feminino,Madrugada,Colisao,Onibus,30-34,-22.4225187899,-52.1072760736
806,Mirante Do Paranapanema,2017,2,Feminino,Madrugada,Colisao,Onibus,30-34,-22.4225187899,-52.1072760736
807,Mirante Do Paranapanema,2017,2,Masculino,Madrugada,Colisao,Onibus,30-34,-22.4225187899,-52.1072760736
808,Mirante Do Paranapanema,2017,2,Feminino,Madrugada,Colisao,Onibus,40-44,-22.4225187899,-52.1072760736
809,Mirante Do Paranapanema,2017,2,Masculino,Madrugada,Colisao,Onibus,50-54,-22.4225187899,-52.1072760736
810,Mirante Do Paranapanema,2017,2,Masculino,Madrugada,Colisao,Onibus,60-64,-22.4225187899,-52.1072760736
811,Mirassol,2017,2,Masculino,Manhã,Colisao,Automovel,70-74,-20.804156,-49.535184
812,Mirassol,2017,3,Masculino,Tarde,Outros,Motocicleta,30-34,-20.808475398,-49.507119767
813,Mirassol,2017,3,Feminino,Tarde,Colisao,Automovel,50-54,-20.9397220088,-49.5256490221
814,Mirassol,2017,3,Masculino,Tarde,Colisao,Automovel,55-59,-20.9397220088,-49.5256490221
815,Mirassolandia,2016,12,Feminino,Noite,Choque,Automóvel,18-24,-20.6326949222,-49.4488142132
816,Mococa,2016,12,Masculino,Manhã,Colisão,Motocicleta,40-44,-21.549252,-46.963824
817,Mococa,2017,1,Masculino,Noite,Choque,Motocicleta,40-44,-21.461436,-47.010102
818,Mococa,2017,1,Masculino,Manhã,Atropelamento,Pedestre,80 Ou Mais,-21.475899,-46.998196
819,Mococa,2017,2,Masculino,Madrugada,Atropelamento,Automovel,25-29,-21.437294299,-47.009600821
820,Mococa,2017,3,Masculino,Noite,Atropelamento,Pedestre,0-17,NAO DISPONIVEL,NAO DISPONIVEL 
821,Mogi Das Cruzes,2016,12,Masculino,Não Disponível,Colisão,Motocicleta,18-24,-23.7033427039,-46.0849618968
822,Mogi Das Cruzes,2016,12,Masculino,Manhã,Colisão,Motocicleta,35-39,-23.5314018212,-46.2137809135
823,Mogi Das Cruzes,2016,12,Masculino,Não Disponível,Choque,Motocicleta,35-39,-23.533018,-46.209522
824,Mogi Das Cruzes,2016,12,Masculino,Noite,Colisão,Motocicleta,40-44,-23.4310290658,-46.2718739761
825,Mogi Das Cruzes,2016,12,Masculino,Tarde,Colisão,Motocicleta,50-54,-23.553367,-46.200454
826,Mogi Das Cruzes,2017,1,Masculino,Madrugada,Colisão,Bicicleta,18-24,-23.4973049262,-46.2252854598
827,Mogi Das Cruzes,2017,1,Masculino,Tarde,Colisão,Automóvel,55-59,-23.6606722308,-46.2357955822
828,Mogi Das Cruzes,2017,1,Masculino,Não Disponível,Atropelamento,Pedestre,70-74,Não Disponível,Não Disponível 
829,Mogi Das Cruzes,2017,2,Masculino,Madrugada,Colisao,Automovel,0-17,-23.498998,-46.179242
830,Mogi Das Cruzes,2017,2,Masculino,Manhã,Outros,Motocicleta,18-24,-23.508153,-46.14784
831,Mogi Das Cruzes,2017,2,Masculino,Noite,Choque,Motocicleta,18-24,-23.492312,-46.147014
832,Mogi Das Cruzes,2017,2,Masculino,Tarde,Choque,Nao Disponivel,35-39,-23.5023690113,-46.1909540852
833,Mogi Das Cruzes,2017,2,Masculino,Noite,Atropelamento,Pedestre,50-54,-23.53896,-46.227729
834,Mogi Das Cruzes,2017,2,Masculino,Noite,Outros,Bicicleta,60-64,Não Disponível,Não Disponível
835,Mogi Das Cruzes,2017,3,Masculino,Noite,Colisao,Automovel,40-44,-23.6127871182,-46.2552170776
836,Mogi Das Cruzes,2017,3,Masculino,Tarde,Atropelamento,Pedestre,55-59,-23.561915,-46.186609
837,Mogi Guacu,2016,12,Feminino,Tarde,Outros,Automóvel,45-49,-22.3435439387,-46.9474212542
838,Mogi Guacu,2016,12,Masculino,Noite,Atropelamento,Automóvel,50-54,-22.3069937947,-47.1327622254
839,Mogi Guacu,2016,12,Masculino,Tarde,Choque,Automóvel,70-74,-22.1932655738,-46.9853055991
840,Mogi Guacu,2017,1,Masculino,Noite,Colisão,Motocicleta,25-29,-22.3546079881,-46.9625460497
841,Mogi Guacu,2017,1,Masculino,Tarde,Colisão,Motocicleta,35-39,-22.319981,-46.961624
842,Mogi Guacu,2017,2,Masculino,Noite,Colisao,Motocicleta,18-24,-22.355613,-46.957264
843,Mogi Guacu,2017,3,Masculino,Noite,Outros,Automovel,0-17,-22.315533,-46.842863
844,Mogi Guacu,2017,3,Masculino,Madrugada,Choque,Motocicleta,25-29,-22.3394301985,-46.9578707086
845,Mogi Guacu,2017,3,Feminino,Manha,Atropelamento,Pedestre,55-59,-22.397327,-46.947505
846,Mogi Mirim,2016,12,Masculino,Madrugada,Não Especificado,Motocicleta,35-39,-22.4501915452,-47.0652859207
847,Mogi Mirim,2017,1,Feminino,Noite,Choque,Automóvel,25-29,-22.4554130291,-46.9185537056
848,Mogi Mirim,2017,3,Masculino,Manha,Outros,Caminhao,40-44,-22.5003578458,-46.9843105663
849,Mongagua,2016,12,Masculino,Tarde,Atropelamento,Pedestre,30-34,-24.112624,-46.659426
850,Mongagua,2016,12,Masculino,Noite,Colisão,Motocicleta,55-59,-24.106027,-46.647065
851,Mongagua,2016,12,Feminino,Tarde,Atropelamento,Pedestre,75-79,-24.095496,-46.621732
852,Mongagua,2017,3,Feminino,Noite,Outros,Automovel,75-79,-24.1125575927,-46.6594679411
853,Monte Alto,2017,3,Masculino,Manha,Colisao,Bicicleta,18-24,-21.2611011465,-48.4564711308
854,Monte Aprazivel,2017,1,Masculino,Madrugada,Colisão,Motocicleta,35-39,-20.7082637219,-49.8953153019
855,Monte Aprazivel,2017,2,Masculino,Noite,Colisao,Motocicleta,30-34,-20.6840093693,-49.6877951758
856,Monte Azul Paulista,2017,2,Feminino,Noite,Colisao,Automovel,45-49,-20.8985721735,-48.6083237319
857,Monte Azul Paulista,2017,3,Masculino,Noite,Colisao,Automovel,35-39,-20.8951525583,-48.6212802195
858,Monte Mor,2017,1,Masculino,Tarde,Colisão,Motocicleta,18-24,-22.977968,-47.318149
859,Monte Mor,2017,1,Feminino,Noite,Colisão,Automóvel,40-44,-22.9431067284,-47.2608961149
860,Monte Mor,2017,1,Masculino,Noite,Atropelamento,Pedestre,50-54,-22.948893,-47.31655
861,Nazare Paulista,2016,12,Masculino,Noite,Colisão,Motocicleta,35-39,-23.1689698808,-46.3939247868
862,Nazare Paulista,2017,1,Masculino,Não Disponível,Atropelamento,Pedestre,45-49,Não Disponível,Não Disponível 
863,Nazare Paulista,2017,2,Masculino,Noite,Colisao,Automovel,0-17,-23.1689698808,-46.3939247868
864,Nova Independencia,2017,3,Masculino,Noite,Colisao,Automovel,30-34,-21.1708350546,-51.4789446672
865,Novo Horizonte,2016,12,Masculino,Manhã,Choque,Não Especificado,25-29,-21.4760331955,-49.2326274777
866,Novo Horizonte,2016,12,Masculino,Tarde,Colisão,Motocicleta,25-29,Não Disponível,Não Disponível 
867,Olimpia,2017,1,Masculino,Manhã,Colisão,Bicicleta,45-49,-20.704501969,-48.912308166
868,Olimpia,2017,1,Feminino,Manhã,Colisão,Automóvel,65-69,-20.6733047816,-48.8808553297
869,Olimpia,2017,1,Masculino,Manhã,Colisão,Automóvel,65-69,-20.6733047816,-48.8808553297
870,Olimpia,2017,2,Masculino,Madrugada,Choque,Caminhao,25-29,-20.718267,-49.006104
871,Olimpia,2017,2,Masculino,Noite,Colisao,Automovel,45-49,-20.638183377,-48.91758138
